#
# U.S. Geological Survey, National Water Information System
# Surface water measurements
#
# Retrieved: 2021-09-02 10:55:57 EDT     (vaww02)
#
# Further descriptions of the columns and codes used can be found at:
# https://help.waterdata.usgs.gov/output-formats#streamflow_measurement_data
#
# Data for the following 1 site(s) are contained in this file
#  USGS 06752280 CACHE LA POUDRE RIV AB BOXELDER CRK NR TIMNATH, CO
# -----------------------------------------------------------------------------------
#
#
agency_cd	site_no	measurement_nu	measurement_dt	tz_cd	q_meas_used_fg	party_nm	site_visit_coll_agency_cd	gage_height_va	discharge_va	measured_rating_diff	gage_va_change	gage_va_time	control_type_cd	discharge_cd
USGS	06752280	466	2015-03-12 09:57:30	MDT	Yes	EIN/CDB	USGS	1.88	77.3	Fair	0.00	1.00	Clear	NONE
USGS	06752280	467	2015-04-09 08:47:30	MDT	Yes	SLH	USGS	1.93	76.0	Fair	0.02	1.50	Clear	NONE
USGS	06752280	468	2015-05-08 12:42:08	MDT	Yes	JRB	USGS	6.78	1670	Poor	0.04	0.40	DebrisLight	NONE
USGS	06752280	469	2015-05-14 10:22:10	MDT	Yes	JRB/KCD	USGS	7.20	2240	Fair	0.02	0.30	DebrisLight	OTHR
USGS	06752280	470	2015-06-10 14:30:02	MDT	Yes	AST/JSF	USGS	8.03	2880	Good	0.00	0.30	Unspecifed	NONE
USGS	06752280	471	2015-08-07 12:38:00	MDT	Yes	DBM	USGS	2.26	119	Good	0.11	0.50	Unspecifed	NONE
USGS	06752280	472	2015-09-11 10:08:00	MDT	Yes	NMD/CDB	USGS	1.61	47.0	Poor	0.02	1.00	VegetationLight	NONE
USGS	06752280	473	2015-10-08 08:52:00	MDT	Yes	jsf	USGS	2.03	89.5	Fair	0.00	0.50	Clear	NONE
USGS	06752280	474	2015-11-05 10:50:30	MST	Yes	EIN/SLH	USGS	1.26	7.03	Fair	0.00	1.00	Clear	NONE
USGS	06752280	475	2015-11-13 10:56:00	MST	Yes	EIN	USGS	1.11	3.26	Fair	0.01	1.00	VegetationLight	NONE
USGS	06752280	476	2015-11-13 12:05:00	MST	Yes	EIN	USGS	1.11	3.21	Fair	0.00	1.00	VegetationLight	NONE
USGS	06752280	477	2015-11-19 10:28:00	MST	Yes	DBM	USGS	1.15	4.04	Fair	0.00	0.50	VegetationModerate	NONE
USGS	06752280	478	2015-12-08 15:12:00	MST	Yes	NMD	USGS	1.10	2.86	Fair			DebrisHeavy	NONE
USGS	06752280	479	2016-01-13 09:47:00	MST	Yes	CMB	USGS	0.98	1.85	Poor	0.00	1.00	IceShore	OTHR
USGS	06752280	480	2016-01-13 11:28:30	MST	Yes	CMB	USGS	0.98	2.06	Poor	0.00	0.80	IceShore	OTHR
USGS	06752280	481	2016-02-11 09:22:30	MST	Yes	ND/TWC	USGS	2.39	134	Fair	0.02	0.50	VegetationLight	NONE
USGS	06752280	482	2016-03-08 08:42:00	MST	Yes	DBM	USGS	1.00	2.59	Fair	0.00	1.00	Clear	OTHR
USGS	06752280	483	2016-03-08 10:00:30	MST	Yes	DBM	USGS	1.00	2.42	Fair	0.00	0.80	Clear	OTHR
USGS	06752280	484	2016-04-04 12:47:30	MDT	Yes	NMD	USGS	3.14	247	Good			Unspecifed	NONE
USGS	06752280	485	2016-04-04 14:11:30	MDT	Yes	NMD	USGS	3.14	244	Fair			Unspecifed	NONE
USGS	06752280	486	2016-04-14 09:43:30	MDT	Yes	JRB	USGS	3.96	432	Fair	0.01	0.80	Clear	NONE
USGS	06752280	487	2016-04-14 11:02:00	MDT	Yes	JRB	USGS	3.97	451	Fair	0.02	0.30	Clear	NONE
USGS	06752280	488	2016-05-12 10:31:00	MDT	Yes	TWC	USGS	6.50	1640	Fair	0.07	0.50	Unspecifed	NONE
USGS	06752280	489	2016-06-09 10:30:30	MDT	Yes	NMD/TWC	USGS	7.15	1990	Poor	0.00	0.50	Clear	NONE
USGS	06752280	490	2016-07-14 09:13:00	MDT	Yes	NMD	USGS	1.21	28.9	Poor			VegetationModerate	NONE
USGS	06752280	491	2016-07-14 11:10:30	MDT	Yes	NMD	USGS	1.19	28.7	Poor			VegetationModerate	NONE
USGS	06752280	492	2016-07-19 13:26:00	MDT	Yes	MJN/TWC	USGS	2.87	208	Fair	0.05	1.00		NONE
USGS	06752280	493	2016-08-11 09:13:00	MDT	Yes	TWC	USGS	1.66	61.4	Fair	0.01	0.50	Clear	NONE
USGS	06752280	494	2016-09-14 09:30:00	MDT	Yes	TWC	USGS	1.95	93.9	Fair	0.02	1.00	Clear	NONE
USGS	06752280	495	2016-10-12 16:55:00	MDT	Yes	BRG/TWC	USGS	1.34	37.3	Poor	0.00	0.50	VegetationLight	NONE
USGS	06752280	496	2016-10-18 15:51:30	MDT	Yes	TWC	USGS	0.68	1.26	Poor	0.00	1.00	VegetationModerate	NONE
USGS	06752280	497	2016-11-09 09:25:00	MST	Yes	NMD	USGS	0.68	1.40	Fair			DebrisModerate	NONE
USGS	06752280	498	2016-12-05 11:18:30	MST	Yes	TWC	USGS		4.58	Poor	0.00	1.00	IceShore	NONE
USGS	06752280	499	2017-01-10 15:38:00	MST	Yes	NMD	USGS	1.55	55.7	Poor			IceShore	NONE
USGS	06752280	500	2017-01-30 12:14:00	MST	Yes	NMD/TWC	USGS	0.76	4.78	Fair			VegetationLight	NONE
USGS	06752280	501	2017-03-08 17:42:30	MST	Yes	NMD/TWC	USGS	0.76	4.59	Poor			VegetationModerate	NONE
USGS	06752280	502	2017-04-13 09:08:00	MDT	Yes	TWC	USGS	0.98	14.3	Fair	0.01	0.80		NONE
USGS	06752280	503	2017-05-11 09:43:00	MDT	Yes	TWC	USGS	2.38	141	Fair	0.00	0.50	Unspecifed	NONE
USGS	06752280	504	2017-06-07 10:13:30	MDT	Yes	TWC	USGS	6.63	1840	Poor	0.02	1.00	Clear	NONE
USGS	06752280	505	2017-06-08 14:51:30	MDT	Yes	TWC	USGS	7.02	2230	Fair	0.14	0.80	Clear	OTHR
USGS	06752280	506	2017-07-13 08:48:30	MDT	Yes	TWC	USGS	2.69	196	Fair			Clear	NONE
USGS	06752280	507	2017-08-10 11:47:00	MDT	Yes	TWC/NMK	USGS	2.83	223	Fair	0.02	1.00	Clear	NONE
USGS	06752280	508	2017-09-13 16:21:30	MDT	Yes	NMK/TWC	USGS	2.95	223	Fair	0.01	0.50	Clear	NONE
USGS	06752280	509	2017-10-10 16:10:00	MDT	Yes	NMK/TWC	USGS	2.41	138	Fair	0.08	0.75	Clear	NONE
USGS	06752280	510	2017-12-05 14:12:00	MST	Yes	TWC/AST	USGS	1.84	77.1	Fair	0.00	0.50	VegetationModerate	NONE
USGS	06752280	511	2018-01-17 14:14:30	MST	Yes	NMD	USGS	1.64	55.3	Poor			IceCover	NONE
USGS	06752280	512	2018-02-28 13:56:30	MST	Yes	NMD/JSF	USGS	0.80	5.72	Fair			VegetationLight	NONE
USGS	06752280	513	2018-03-20 11:49:30	MDT	Yes	NMD	USGS	0.89	10.3	Poor			VegetationHeavy	NONE
USGS	06752280	514	2018-04-27 14:48:30	MDT	Yes	NMD	USGS	1.24	27.9	Poor			VegetationHeavy	NONE
USGS	06752280	515	2018-06-01 11:55:30	MDT	Yes	nmd	USGS	5.22	833	Poor			Clear	OTHR
USGS	06752280	516	2018-07-09 11:58:30	MDT	Yes	nmd	USGS	2.63	163	Fair			Clear	NONE
USGS	06752280	517	2018-09-07 11:18:00	MDT	Yes	nmd	USGS	1.59	49.1	Poor			VegetationHeavy	NONE
USGS	06752280	518	2018-10-02 11:32:00	MDT	Yes	nmd	USGS	0.71	2.97	Poor			VegetationHeavy	NONE
USGS	06752280	519	2018-11-09 11:27:00	MST	Yes	JRB/JSF	USGS	0.71	1.76	Fair	0.00	0.80	DebrisLight	NONE
USGS	06752280	520	2018-12-11 11:55:00	MST	Yes	nmd	USGS	0.73	2.01	Fair			IceCover	NONE
USGS	06752280	521	2019-02-04 11:33:30	MST	Yes	NMD	USGS	0.78	4.15	Good			IceCover	NONE
USGS	06752280	522	2019-03-12 11:59:30	MDT	Yes	nmd	USGS	0.78	4.65	Poor			VegetationHeavy	NONE
USGS	06752280	523	2019-04-15 11:56:00	MDT	Yes	nmd	USGS	0.89	8.66	Fair			VegetationHeavy	NONE
USGS	06752280	524	2019-05-17 10:18:03	MDT	Yes	NMD	USGS	4.70	793	Poor			Unspecifed	NONE
USGS	06752280	525	2019-06-27 12:15:55	MDT	Yes	NMD	USGS	5.24	1020	Poor			Unspecifed	NONE
USGS	06752280	526	2019-08-07 11:43:30	MDT	Yes	nmd	USGS	2.95	219	Poor			Unspecifed	NONE
USGS	06752280	527	2019-08-07 12:50:30	MDT	Yes	nmd	USGS	3.14	259	Poor			Unspecifed	NONE
USGS	06752280	528	2019-09-11 14:58:00	MDT	Yes	JBS/TWC	USGS	1.97	88.6	Fair			Unspecifed	NONE
USGS	06752280	529	2019-10-25 12:55:30	MDT	Yes	JBS/BPW	USGS	1.23	13.7	Fair			DebrisModerate	NONE
USGS	06752280	530	2019-10-25 14:04:30	MDT	Yes	JBS/BPW	USGS	1.22	14.3	Fair	0.10	0.70	DebrisModerate	NONE
USGS	06752280	531	2019-10-31 09:50:00	MDT	Yes	JBS/CBP	USGS	0.84	2.02	Poor			DebrisModerate	NONE
USGS	06752280	532	2019-10-31 12:19:00	MDT	Yes	CBP/JBS	USGS	0.75	1.77	Poor			Clear	NONE
USGS	06752280	533	2019-12-05 13:57:30	MST	Yes	BPW	USGS	0.78	2.21	Poor	0.00	0.70	DebrisModerate	NONE
USGS	06752280	534	2020-01-15 14:38:30	MST	Yes	RJB	USGS	0.83	5.42	Fair	0.00	0.85	IceCover	NONE
USGS	06752280	535	2020-03-03 15:20:00	MST	Yes	RJB	USGS	0.82	5.84	Fair	0.00	0.83	Clear	NONE
USGS	06752280	536	2020-04-08 14:00:00	MDT	Yes	RJB	USGS	0.72	2.02	Fair	0.00	0.67	Clear	OTHR
USGS	06752280	537	2020-05-22 17:20:00	MDT	Yes	RJB	USGS	3.08	260	Good	-0.08	0.60	Clear	NONE
USGS	06752280	538	2020-06-04 14:35:10	MDT	Yes	RJB	USGS	5.49	1120	Fair	-0.05	0.45	Clear	NONE
USGS	06752280	539	2020-06-26 14:03:00	MDT	Yes	RJB	USGS	2.34	125	Fair	-0.02	0.73	Clear	NONE
USGS	06752280	540	2020-08-10 12:07:30	MDT	Yes	RJB	USGS	1.14	22.7	Fair	0.05	1.12	DebrisLight	NONE
USGS	06752280	541	2020-09-17 12:30:00	MDT	Yes	RJB	USGS	1.31	32.6	Fair	0.01	0.93	Clear	NONE
USGS	06752280	542	2020-10-20 15:40:30	MDT	Yes	RJB	USGS	1.40	23.7	Good	0.05	0.88	DebrisLight	NONE
USGS	06752280	543	2020-11-03 14:37:30	MST	Yes	RJB	USGS	0.72	1.77	Poor	0.00	0.82	Clear	NONE
USGS	06752280	544	2020-11-24 14:19:00	MST	Yes	RJB	USGS	0.83	2.13	Poor	0.00	0.87	DebrisHeavy	NONE
USGS	06752280	545	2021-01-06 12:10:47	MST	Yes	RJB	USGS	0.78	2.27	Poor	0.00	0.83	DebrisHeavy	NONE
USGS	06752280	546	2021-02-23 15:10:50	MST	Yes	RJB	USGS	0.84	4.58	Fair	0.00	0.88	DebrisLight	NONE
USGS	06752280	547	2021-04-06 11:53:59	MDT	Yes	RJB	USGS	0.89	7.45	Fair	0.00	0.75	Clear	NONE
USGS	06752280	548	2021-05-04 11:30:00	MDT	Yes	BLL	USGS	5.77	1270	Fair			Clear	NONE
USGS	06752280	549	2021-06-10 14:06:36	MDT	Yes	BLL,SMM	USGS	5.74	1120	Fair			Clear	NONE
USGS	06752280	551	2021-07-23 10:46:30	MDT	No									
USGS	06752280	550	2021-07-23 10:56:30	MDT	Yes	SMM/CEM/CLB/	USGS	2.02	100	Fair	0.50	2.00	Clear	NONE
USGS	06752280	552	2021-08-23 11:58:00	MDT	Yes	SMM	USGS	0.88	7.47	Good	0.00	1.00	Clear	NONE
